what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1605364997471
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1605364997471
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1605364997471
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1605364997486
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1605364997486
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1605364997486
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1605364997486
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1605364997486
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1605364997502
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1605364997502
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1605364997502
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1605364997502
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1605364997518
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1605364997518
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1605364997518
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1605364997518
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1605364997518
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1605364997518
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1605364997533
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1605364997533
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1605364997533
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1605364997533
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1605364997533
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1605364997533
started,bundle,com.altera.sbtgui.integration,13.1.0.162,"com.altera.sbtgui.integration",1605364997533
started,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1605364997549
started,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1605364997549
started,bundle,com.altera.sbtgui.ui,13.1.0.162,"com.altera.sbtgui.ui",1605364997549
started,bundle,com.altera.systemconsole,13.1.0.162,"com.altera.systemconsole",1605364997549
started,bundle,com.altera.systemconsole.designs.plugin,13.1.0.162,"com.altera.systemconsole.designs.plugin",1605364997549
started,bundle,com.altera.utilities,13.1.0.162,"com.altera.utilities",1605364997549
os,sysinfo,,,"win32",1605364997549
arch,sysinfo,,,"x86",1605364997549
ws,sysinfo,,,"win32",1605364997549
locale,sysinfo,,,"uk_UA",1605364997549
processors,sysinfo,,,"4",1605364997549
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1605364997549
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1605364997549
java.specification.name,sysinfo,,,"Java Platform API Specification",1605364997549
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1605364997549
java.specification.version,sysinfo,,,"1.6",1605364997549
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1605364997549
java.version,sysinfo,,,"1.6.0_23",1605364997549
java.vm.info,sysinfo,,,"mixed mode",1605364997549
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1605364997549
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1605364997549
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1605364997549
java.vm.specification.version,sysinfo,,,"1.0",1605364997549
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1605364997549
java.vm.version,sysinfo,,,"19.0-b09",1605364997549
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365001542
started,bundle,com.altera.sbtgui.core,13.1.0.162,"com.altera.sbtgui.core",1605365020095
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365020446
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1605365020477
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1605365021257
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1605365021288
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1605365021538
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1605365021694
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1605365026327
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1605365026327
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1605365028364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365028397
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1605365028807
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1605365028854
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1605365028869
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1605365029105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365033608
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1605365040249
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1605365040265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365052437
error,log,,,"Error executing 'nios2-bsp-generate-files --bsp-dir . --settings settings.bsp', unexpected return code 1.\n\nError message:\n\nSEVERE: File not found: D:\\SVN\\Sram_100.git\\trunk\\sram_100\\sram_100_qsys.sopcinfo\r\nSEVERE: File not found: D:\\SVN\\Sram_100.git\\trunk\\sram_100\\sram_100_qsys.sopcinfo\r\nSEVERE: nios2-bsp-generate-files failed.\r\n",1605365057618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365074536
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1605365080875
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1605365081018
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365082823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365087793
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1605365087871
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1605365092857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365095821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365125343
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365133896
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365134428
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1605365135692
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1605365141978
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1605365149019
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1605365150347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1605365150848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1605365153970
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365157043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365157205
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1605365159259
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1605365161494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365164315
error,log,,,"Error executing 'nios2-bsp-generate-files --bsp-dir . --settings settings.bsp', unexpected return code 1.\n\nError message:\n\nSEVERE: File not found: D:\\SVN\\SSram_100\\sram_100\\sram_100_qsys.sopcinfo\r\nSEVERE: File not found: D:\\SVN\\SSram_100\\sram_100\\sram_100_qsys.sopcinfo\r\nSEVERE: nios2-bsp-generate-files failed.\r\n",1605365166642
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365171417
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1605365172692
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1605365177693
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1605365180288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365183502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365191258
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1605365196371
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1605365196438
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365197955
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365205061
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1605365205170
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1605365213221
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1605365215459
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1605365215526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365223297
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365228571
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365229071
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365229102
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365229258
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365229414
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365229570
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365229726
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365230022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365230584
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1605365232583
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1605365239393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1605365241367
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1605365242459
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1605365242477
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1605365243497
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1605365243497
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1605365246351
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1605365246351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365253367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365254324
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365272621
error,log,,,"Error executing 'nios2-bsp-generate-files --bsp-dir . --settings settings.bsp', unexpected return code 1.\n\nError message:\n\nSEVERE: File not found: D:\\SVN\\Sram_100.git\\trunk\\sram_100\\sram_100_qsys.sopcinfo\r\nSEVERE: File not found: D:\\SVN\\Sram_100.git\\trunk\\sram_100\\sram_100_qsys.sopcinfo\r\nSEVERE: nios2-bsp-generate-files failed.\r\n",1605365275747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365278134
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1605365279346
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1605365279379
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365283349
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365283492
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365283679
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1605365285787
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1605365285820
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365287138
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365287294
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365287435
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365287575
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365287684
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365287825
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365288433
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365291272
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365291475
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365291616
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365291772
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1605365294008
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1605365295102
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365304057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365304901
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1605365330880
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365331260
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365369244
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1605365369400
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1605365395905
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1605365396061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365396123
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365396264
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1605365396404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365400569
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1605365401552
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365404906
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1605365406747
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1605365412909
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1605365412940
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1605365413907
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1605365417464
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1605365426980
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1605365427167
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1605365456448
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1605365471690
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1605365489879
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1605365490035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365497243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1605365497336
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365502297
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1605365504341
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1605365517148
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1605365519644
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365523841
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365523981
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1605365524511
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365532483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1605365536477
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1605365547880
